StateAbbr,CountyName,TractFIPS,CHD_CrudePrev,CHD_Crude95CI
TX,Harris,48201333904,4.7,"( 4.1,  5.3)"
TX,Harris,48201333905,3.9,"( 3.4,  4.4)"
TX,Harris,48201333906,3.9,"( 3.5,  4.4)"
TX,Harris,48201334001,6.3,"( 5.7,  7.1)"
TX,Harris,48201334002,2.9,"( 2.5,  3.2)"
TX,Harris,48201334003,5.7,"( 5.1,  6.3)"
TX,Harris,48201334101,2.3,"( 2.1,  2.6)"
TX,Harris,48201334102,6.0,"( 5.3,  6.8)"
TX,Harris,48201340101,3.6,"( 3.2,  4.0)"
TX,Harris,48201340102,4.7,"( 4.2,  5.3)"
TX,Harris,48201340202,4.3,"( 3.8,  4.9)"
TX,Harris,48201340203,5.0,"( 4.4,  5.7)"
TX,Harris,48201340301,5.2,"( 4.6,  5.8)"
TX,Harris,48201340302,5.2,"( 4.5,  6.1)"
TX,Harris,48201340400,6.7,"( 5.8,  7.8)"
TX,Harris,48201340501,5.8,"( 5.0,  6.5)"
TX,Harris,48201340502,5.4,"( 4.8,  6.1)"
TX,Harris,48201340600,6.2,"( 5.4,  7.1)"
TX,Harris,48201340701,5.5,"( 4.8,  6.3)"
TX,Harris,48201340702,5.1,"( 4.5,  5.7)"
TX,Harris,48201340800,4.5,"( 4.0,  5.2)"
TX,Harris,48201340900,5.4,"( 4.8,  6.0)"
TX,Harris,48201341001,4.9,"( 4.3,  5.5)"
TX,Harris,48201341002,4.4,"( 3.9,  5.0)"
TX,Harris,48201341101,4.2,"( 3.7,  4.7)"
TX,Harris,48201341102,2.8,"( 2.4,  3.1)"
TX,Harris,48201341201,4.1,"( 3.6,  4.6)"
TX,Harris,48201341203,5.5,"( 4.8,  6.3)"
TX,Harris,48201341204,6.1,"( 5.4,  7.0)"
TX,Harris,48201341302,2.9,"( 2.6,  3.3)"
TX,Harris,48201341303,6.2,"( 5.3,  7.0)"
TX,Harris,48201341304,4.9,"( 4.3,  5.6)"
TX,Harris,48201341400,5.6,"( 4.9,  6.3)"
TX,Harris,48201341501,5.3,"( 4.7,  6.0)"
TX,Harris,48201341502,4.9,"( 4.3,  5.5)"
TX,Harris,48201341600,5.2,"( 4.6,  5.9)"
TX,Harris,48201341700,6.8,"( 6.1,  7.7)"
TX,Harris,48201341800,5.3,"( 4.7,  5.9)"
TX,Harris,48201342001,5.7,"( 5.0,  6.5)"
TX,Harris,48201342002,4.4,"( 3.9,  5.0)"
TX,Harris,48201342100,5.9,"( 5.2,  6.7)"
TX,Harris,48201342200,7.8,"( 7.0,  8.7)"
TX,Harris,48201342300,5.3,"( 4.7,  6.0)"
TX,Harris,48201342400,4.8,"( 4.2,  5.4)"
TX,Harris,48201342500,5.7,"( 4.9,  6.4)"
TX,Harris,48201342700,7.1,"( 6.2,  8.1)"
TX,Harris,48201342801,4.1,"( 3.6,  4.8)"
TX,Harris,48201342802,5.0,"( 4.4,  5.7)"
TX,Harris,48201342900,5.6,"( 4.9,  6.3)"
TX,Harris,48201343000,6.4,"( 5.7,  7.1)"
TX,Harris,48201343100,5.5,"( 4.9,  6.2)"
TX,Harris,48201343200,4.6,"( 4.1,  5.2)"
TX,Harris,48201343301,6.7,"( 6.0,  7.5)"
TX,Harris,48201343302,5.0,"( 4.4,  5.6)"
TX,Harris,48201343602,7.3,"( 6.4,  8.3)"
TX,Harris,48201343700,6.1,"( 5.5,  6.8)"
TX,Harris,48201350101,5.2,"( 4.6,  5.9)"
TX,Harris,48201350102,7.9,"( 6.9,  9.1)"
TX,Harris,48201350103,4.4,"( 3.9,  4.9)"
TX,Harris,48201350104,3.9,"( 3.5,  4.4)"
TX,Harris,48201350201,4.2,"( 3.8,  4.7)"
TX,Harris,48201350202,6.0,"( 5.4,  6.8)"
TX,Harris,48201350300,5.8,"( 5.2,  6.4)"
TX,Harris,48201350400,4.5,"( 4.0,  4.9)"
TX,Harris,48201350500,4.6,"( 4.1,  5.2)"
TX,Harris,48201350601,5.2,"( 4.6,  5.9)"
